-あずましんじ /東信二/東真司/
-あずまたけお /東猛夫/
-あせつじ /阿説示/
-あせべどし /アセベド市/
-あたふとう /アタフ島/
-あだちともや /足立知也/
-あだーじょ /Adagio. Sehr langsam/
-あちぞく /アチ族/
-あちむごよじゅもくえん /アチムゴヨ樹木園/
-あっしじ /アッシジ/
-あづまとうぞう /吾妻藤蔵/
-あづまなおみ /吾妻ナオミ/
-あでれーどとう /アデレード島/
-あといやみさき /安渡移矢岬/
-あなきすとかくめいれんごう /アナキスト革命連合/
-あなざーすとーりーのみ /潤む/
-あなたはぺとろ /"Tu es Petrus et super hanc petram aedificabo Ecclesiam"/
-あなでぃりがわ /アナディリ川/
-あなん /阿南健治/阿難/
-あにまる /Animal/あに。/
-あぬあくぞく /アヌアク族/
-あぬさーわりーちゃいさもーらぷーむえき /アヌサーワリーチャイサモーラプーム駅/
-あはん /AHAN/
-あばんたいとる /監督/
-あふまたはあほ /亜父/
-あふろぴあん /Afropean/
-あべおさむ /安部理/阿部治/阿部理/
-あべかしょう /阿部嘉昭/
-あべきのじょう /阿部喜之丞/
-あべしげお /阿部茂夫/
-あべしんのすけ /阿部慎之助/阿部真之助/阿部進之介/
-あべのぼる /阿部昇/阿部登/
-あべひろあき /阿部弘毅/
-あほげのせい /アホ毛の精/
-あまいささやき /あまい囁き/
-あまてらす /天照/天照山車/
-あまのともかず /天野友和/
-あまのまさみち /天野正道/
-あまみゆり /天海ゆり/天海百合/
-あむががわ /アムガ川/
-あむすてるだむとう /アムステルダム島/
-あめりかがっしゅうこくかいんひゃくにじゅういちごうけつぎ /アメリカ合衆国下院121号決議/
-あめりかがっしゅうこくないかく /アメリカ合衆国内閣/
-あめりかこうしゅうえいせいきょく /アメリカ公衆衛生局/
-あめりかたいきけんきゅうせんたー /アメリカ大気研究センター/
-あめりかちめいいいんかい /アメリカ地名委員会/
-あめりかんさいず /31.7mmサイズ/
-あやらぎしんまち /綾羅木新町/
-あやらぎほんまち /綾羅木本町/
-あやらぎみなみまち /綾羅木南町/
-あゆみののうぎょうきょうどうくみあい /あゆみ野農業協同組合/
-あらい /洗い/
-あらいぐまかいちゅう /アライグマ回虫/
-あらいせきぜん /新井石禅/
-あらいせきりゅう /新井石龍/
-あらいゆうじ /新井裕二/
-あらかじめ /乗車券を当駅で二分割する形/
-あらきくみ /荒木久美/
-あらきよしゆき /荒木義行/
-あらぐあしゅう /アラグア州/
-あらしかんじゅうろう /嵐冠十郎/嵐寛壽郎/
-あらぱほーご /アラパホー語/
-あらもとりで /アラモ砦/
-あらんやぷらてーとえき /アランヤプラテート駅/
-ありふぁーなてつどう /アリファーナ鉄道/
-ありゅうさんすいそなとりうむ /亜硫酸水素ナトリウム/
-あるかりがん /アルカリ岩/
-あるすたーさいくる /アルスター物語群/
-あるだびーるしゅう /アルダビール州/
-あるだんがわ /アルダン川/
-あるだんこうち /アルダン高地/
-あるてぃぼにっとけん /アルティボニット県/
-あるてぃんかん /アルティン環/
-あるぴたんご /アルピタン語/
-あるぼるずしゅう /アルボルズ州/
-あれうとご /アレウト語/
-あれおとめ /阿礼少女/
-あれきさんだーのあんたい /アレキサンダーの暗帯/
-あれすてすか /アレステス科/
-あれっくす /A.Alex/ALEX/
-あろえか /アロエ科/
-あわぐちじんじゃ /安房口神社/
-あんこうぎょし /暗行御史/
-あんじぇらてしがわら /アンジェラ勅使河原/
-あんせい /安西/
-あんそくじつ /安息日/
-あんだーすぴーかー /TH-32LX75/TH-37LZ75/
-あんだーそんほう /アンダーソン法/
-あんてぃおきあそうしゅきょうちょう /アンティオキア総主教庁/
-あんどうはざま /安藤・間/
-あんどんじゃんくしょん /安東ジャンクション/
-あんびょんえき /安辺駅/
-あんぶろじあーなとしょかん /アンブロジアーナ図書館/
-あんままつさーじしあつし /あん摩マツサージ指圧師/
-あんり /ANRI/
-あーかいゔ /arXiv/
-あーばーどけん /アーバード県/
-あーるしてい /R-指定/R.C.T./R指定/
-あーるぶいしー /RVC/
-あーゔご /アーヴ語/
-いいおとなの /いい大人の/
-いいか /Then, for the thousands in attendance, and the millions watching at home./
-いいじまやじゅうろう /飯島彌十郎/
-いいだまさよし /飯田政良/
-いいつたいろう /以逸待労/
-いいのおさみ /飯野修實/
-いえすわがよろこび /イエス/
-いえんばいほうき /イエンバイ蜂起/
-いえんばご /イエンバ語/
-いおきいりびこのみこ /五百城入彦皇子/
-いおざき /五百崎/
-いかりひろし /碇寛/
-いかんそくしょくぶつ /維管束植物/
-いきて /生きて/
-いぎきゅうちょう /囲魏救趙/
-いぎるえき /二吉駅/
-いくぞーん /IKÜZÖNE/
-いくたしげる /生田滋/
-いぐないと /IGNITE/
-いけざわはるなのみんなで /池澤春菜のみんなで/
-いけしょう /池小/
-いけだかつひこ /池田勝彦/
-いけだこういちろう /池田孝一郎/
-いけだひろし /池田啓/池田央/池田宏/池田寛/池田弘/池田拓史/池田浩士/
-いけなみしの /池波志乃/
-いけのたにこふん /池の谷古墳/
-いげい /夷羿/
-いごますたーず /囲碁マスターズ/
-いざきたりませ /いざ来たりませ/
-いざきませ /いざ来ませ/
-いしおかでん /石岡電気/
-いしかみ /石上/
-いしかわえみ /石川恵美/
-いしかわたかし /石川孝志/石川旻/
-いしかわひろき /石川博基/石川博樹/
-いしかわりゅうじ /石川竜司/
-いしかわわすけ /石川和助/
-いしがきぷろだくしょん /石垣プロダクション/
-いしざきよしゆき /石崎芳行/
-いしじんじゃ /醫師神社/
-いしたかすみえ /石高澄恵/
-いしだまさと /石田正人/石田雅人/
-いしづかうんしょう /石塚運昇/
-いしはらつよし /石原彪/
-いしょうづかこふん /衣裳塚古墳/
-いじんおうこう /懿仁王后朴氏/
-いすずえんじんせいぞうほっかいどう /いすゞエンジン製造北海道/
-いすずほっかいどうしけんじょう /いすゞ北海道試験場/
-いすぱにょーらとう /イスパニョーラ島/
-いすひを /李秀亨/
-いすらーむほうてきけんりようごいいんかい /イスラーム法的権利擁護委員会/
-いするぎでん /石動電気/
-いずみ /IZUMI/izumi/ヰズミ/泉祥人/泉美/
-いずみがおかこうとうがっこう /泉丘高等学校/
-いずみがおかしょうがっこう /泉丘小学校/
-いずみがおかちゅうがっこう /泉丘中学校/
-いずみがもり /泉が森/
-いずみこたろう /泉小太郎/
-いずみびーる /泉ビール/
-いずれもろっくふぃるだむ /太田第一ダム・太田第二ダム・太田第三ダム・太田第四ダム・太田第五ダム/
-いせがはま /伊勢ヶ浜/伊勢ヶ濱/
-いそうかん /位相環/
-いそのじんじゃ /伊曽乃神社/
-いそのやよい /礒野弥生/
-いそべさた /磯辺サタ/
-いたがきえいけん /板垣英憲/
-いたどりがわでん /板取川電気/
-いたりあきしょうきょく /イタリア気象局/
-いちかわあらごろう /市川荒五郎/市川荒五郞/
-いちかわこん /市川崑/
-いちかわだんしろう /市川團四郎/市川段四郎/
-いちがやとみひさちょう /市谷冨久町/
-いちきまさとし /一木政利/
-いちきますみ /一木万寿三/
-いちこえ /一声/
-いちごおふぃすりーと /いちご投資顧問/
-いちじついっしょう /若くして流さぬ汗は/
-いちじょうこうむてんおかやま /一条工務店岡山/
-いちじょうさねてる /一条実輝/
-いちてんごぎがへるつたい /1.5GHz帯/
-いちのせすず /一之瀬すず/
-いちのへのすめらみこと /市辺天皇命/
-いちのみやしょうがっこう /一宮小学校/
-いちのみやちゅうがっこう /一宮中学校/
-いちのみやでん /一宮電気/
-いちまたあきざね /一萬田鑑実/
-いちむ /一無/
-いちようどうち /一様同値/
-いっさいにょらいしんひみつぜんしんしゃりほうきょういんだらにきょう /一切如来心秘密全身舎利宝篋印陀羅尼経/
-いっしんしょうじ /一心商事/
-いっそんいちせいひんうんどう /一村一製品運動/
-いっぱんしょくのしょくいんのきんむじかん /一般職の職員の勤務時間/
-いつまでも /あなたは最近/
-いてざわいしょうだえんぎんが /いて座矮小楕円銀河/
-いでくにこ /井出国子/
-いでんしくみかえかいこ /遺伝子組換えカイコ/
-いでんしたーげてぃんぐ /遺伝子ターゲティング/
-いでんしのすいへいでんぱ /遺伝子の水平伝播/
-いでんやくりがく /遺伝薬理学/
-いとうあきお /伊東章夫/伊藤丙雄/伊藤明生/伊藤秋男/
-いとうきみこ /伊藤君子/
-いとうさな /伊東さな/
-いとうしげる /伊東重/伊藤滋/伊藤茂/
-いとうしんじょう /伊藤真乗/
-いとうじゅん /伊東潤/伊藤淳/
-いとうすけ /伊東彦太郎但馬守藤原祐/
-いとうすけつね /伊東彦三郎長門守藤原祐常/
-いとうすけのり /伊東彦三郎長門守藤原祐憲/伊東祐慶/伊藤祐徳/
-いとうすけひさ /伊東主馬上野亮藤原祐久/伊東祐久/
-いとうまこと /伊東誠/伊藤慎/伊藤眞/伊藤真/伊藤誠/
-いとうまさはる /伊藤雅治/
-いとうますとみ /伊藤斗福/
-いとうよしゆき /伊藤喜之/
-いどりぶけん /イドリブ県/
-いながきりょう /稲垣諒/
-いなげりょう /稲毛領/
-いにえつぃおーね /156F1 Iniezione/
-いぬかいちゅう /犬回虫/
-いぬさりてぶたきたる /犬去りて/
-いぬなきとうげ /犬鳴峠/
-いのうええつこ /井上悦子/
-いのうえごむこうぎょう /井上ゴム工業/
-いのうえまさき /井上正棠/井上雅貴/
-いのうえまさじ /井上正治/井上雅二/
-いのここふん /猪ノ子古墳/
-いはらかんさい /庵原菡斎/
-いはらゆうじ /井原裕士/
-いばらきかんこうじどう /茨城観光自動車/
-いばらきちょうせんしょちゅうこうきゅうがっこう /茨城朝鮮初中高級学校/
-いばらきでん /茨城電気/
-いばらぎのりこ /茨木のり子/
-いべさだきち /伊部貞吉/
-いほくごどう /以北五道/
-いぼくきひ /懿穆貴妃/
-いま /伊麻/
-いまいこうすけ /今井耕介/
-いまむらともあき /今村知商/
-いみ /忌み/
-いもさけ /芋酒/
-いやくひんぎょうかいでーたこうかんしすてむ /医薬品業界データ交換システム/
-いらい /Eli/
-いりくろせつばくかしはらかがん /伊利倶盧設莫何始波羅可汗/
-いりこ /イリコ/
-いりさわむねとし /入沢宗寿/
-いれぎゅらーはんたーえっくす /イレギュラーハンターX/
-いれぶんばっく /11バック/
-いろこい /UH-1/
-いわお /Iwao/
-いわおすみこ /岩男寿美子/
-いわさわりろん /岩澤理論/
-いわたきじ /岩滝寺/
-いわてのぶなお /岩手信猶/
-いわひらさだお /岩平貞雄/
-いわれのわかざくらのみや /磐余若桜宮/
-いんがだ /因掲陀/
-いんごだがわ /インゴダ川/
-いんさーときー /挿入キー/
-いんたーねっとみんしゅとう /インターネット民主党/
-いんてりおるさんち /インテリオル山地/
-いんてるあとむ /Intel Atom/
-いんてるこああいすりー /Intel Core i3/
-いんてるこああいせぶん /Intel Core i7/
-いんてるこああいふぁいぶ /Intel Core i5/
-いんてるこあえむ /Intel Core M/
-いんてるぺんてぃあむ /Intel Pentium/
-いんでぃぺんでんとれーべる /今日まで/呼吸／真鍋尚之笙リサイタル/
-いんでぺんでんしあし /インデペンデンシア市/
-いんどこくさいえいがさいしゅえんだんゆうしょう /インド国際映画祭最優秀主演男優賞/
-いんどねしあごのすらんぐ /インドネシア語のスラング/
-いんどのげんご /インドの言語/
-いんないほいく /院内保育/
-いんばのうぎょうきょうどうくみあい /いんば農業協同組合/
-いんようかく /淫羊霍/
-いーえむしすてむず /EMシステムズ/
-いーえむびーかんてんばいち /EMB寒天培地/
-いーえむゆーあい /EMUI/
-いーま /iima/イーマ/
-いーらいわん /ELIONE/
-いーらーむしゅう /イーラーム州/
-うぃんどうずさーばーあっぷでーとさーびす /Windows Server Update Services/
-ういがわ /ウイ川/
-ういす /第6宇宙の地球と人類を甦らせる。/
-ういんもすたー /Winmostar/
-うぅめっくす /WOMEX/
-うぇぶ /WEB/Web/
-うぇーとう /ウェー島/
-うえきかずよ /植木和代/
-うえすぎのりまさ /上杉憲将/上杉憲政/
-うえだあきら /上田晃/上田章/
-うえだいっけん /上田一軒/
-うえだていじろう /上田貞次郎/上田貞治郎/
-うえだゆたか /上田泰/
-うえだりんこ /上田倫子/
-うえはらみえ /上原三枝/
-うえまつまさと /植松真人/
-うえむらあやこ /上村彩子/植村綾子/
-うえやまいちろうべえ /上山市郎兵衛/
-うぉんさんえき /元山駅/
-うぉんさんし /元山市/
-うおつきりん /魚つき林/
-うおま /川葳寰宇行銷設計中心/
-うかいもんど /鵜飼主水/
-うきうきほうそうきょく /ウキウキ放送局/
-うごくげいとれずびあんのかい /くゲイとレズビアンの会/
-うしゅとぅるふぁんけん /ウシュトゥルファン/
-うしょう /于邵/右将/
-うじいえせいきち /氏家清吉/
-うじたわらじょう /宇治田原城/
-うすいひろこ /薄井坦子/
-うすりーがわ /ウスリー川/
-うせい /于静/
-うただひかるのとれびあんぼへみあん /宇多田ヒカルのトレビアン・ボヘミアン/
-うちこんごうえき /内金剛駅/
-うちだかつやす /内多勝康/
-うちだまさよし /内田正美/内田正良/
-うちもんごるこうぎょうだいがく /内モンゴル工業大学/
-うちゅうせいふくしゃのおべりすく /宇宙征服者のオベリスク/
-うちゅうせいぶつがく /宇宙生物学/
-うったらでぃっとけん /ウッタラディット県/
-うつくしいくに /美しい国/
-うつのみやふたあらやまじんじゃ /宇都宮二荒山神社/
-うどむるとご /ウドムルト語/
-うない /菟原/
-うなばらまり /海原万里/
-うのおみさき /鵜ノ尾岬/
-うはせいりょくどうめい /右派勢力同盟/
-うはまな /優波摩那/
-うぱ /ウパの父ボラを生き返らせる/
-うぱり /優波離/
-うびふご /ウビフ語/
-うぶかたとうべえ /生方藤兵衛/
-うべでん /宇部電気/
-うみのうえのきみは /海の上の君は/
-うみのえこらべる /海のエコラベル/
-うめざわすてじろう /梅澤捨次郎/
-うめたにひでお /梅谷英生/
-うめだりょうちゅう /梅田良忠/
-うめはらふみお /梅原文雄/
-うやまみどり /宇山翠/
-うらわふっとぼーるつうしん /浦和フットボール通信/
-うりやのふすくしゅう /ウリヤノフスク州/
-うりゅうそときち /瓜生外吉/
-うるせいやつら /うる星やつら/
-うるちむんどく /乙支文徳/
-うるてく /ウル技/
-うるとられあ /UR/
-うんきょざん /雲居山/
-うんぎ /雄基/
-うんすいくん /雲水君/
-うんてい /雲底/
-えあまっく /AirMac/
-えあーえっじふぉん /AirH" PHONE/
-えいおーえい /AOA/
-えいきゅうほう /永久法/
-えいこくおうりつしゃしんきょうかい /英国王立写真協会/
-えいこくなつじかん /英国夏時間/
-えいごこみゅにけーしょんのうりょくはんていてすと /英語コミュニケーション能力判定テスト/
-えいしょうげん /永昌源/
-えいじつ /営実/栄実/
-えいちえいちろくじゅう /HH60/
-えいちつーびーろけっと /H-IIBロケット/
-えいようほじょしょくひんしどうし /栄養補助食品指導士/
-えいりー /Ailee/
-えかるまだけ /越渇磨岳/
-えきたいこきゅう /液体呼吸/
-えきちょ /奕詝/
-えぐちなお /江口直生/
-えこきゃっぷすいしんきょうかい /エコキャップ推進協会/
-えじぷときゅうはしらのかみがみ /エジプト九柱の神々/
-えすか /擬餌状体/銀河刑務所の囚人を全員脱獄させる。/
-えすきゅーみゅーじっく /SQ MUSIC/
-えすくわいあ /Esquire/
-えすけーけー /SKK/
-えすけーでぃーぷろもーしょん /SKDPromotion/
-えすじーまーく /SGマーク/
-えすすぱいしー /S★スパイシー/
-えすてぽながわ /エステポナ川/
-えすびい /ESBI/
-えすふぁはーんしゅう /エスファハーン州/
-えすぺらんとがくりょくけんていしけん /エスペラント学力検定試験/
-えぞばいか /エゾバイ科/
-えちぜんやすつぐ /越前康継/
-えっつ /Eths/
-えつさい /粤菜/
-えつほく /越北/
-えとろふすいどう /択捉水道/
-えどまえずし /江戸前寿司/
-えにせいがわ /エニセイ川/
-えにわだけ /恵庭岳/
-えぬえいちけいえいせいだいいちてれびじょん /NHK衛星第1テレビジョン/
-えぬえふだいにんぐ /NFダイニング/
-えぬえむえる /N.M.L./
-えぬえむびーふぉーてぃーえいとやまもとさやかのれぎゅらーとれてもうた /NMB48山本彩の/
-えぬすてーしょん /Nステーション/
-えのきしゃ /榎社/
-えのきだみちこ /榎田路子/
-えば /eba/江波/
-えばらようこ /江原陽子/
-えびすまん /d.b.s関東校箱根旅行編/
-えびなだんじょう /海老名弾正/
-えびはらてん /蛯原天/
-えふぇそすごうとうかいぎ /エフェソス強盗会議/
-えふしーあにゃん /FC安養/
-えふせきゅあ /F-Secure Corporation/
-えふとぶるすえふしー /エフトブルスFC/
-えぷそむかっぷ /5歳-9戦3勝/
-えほなら /葉赫那拉/
-えまにゅえるこみなと /エマニュエル小湊/
-えみーりーおっぱま /エミーリー追浜/
-えむあんどえーきゃぴたるぱーとなーず /M&Aキャピタルパートナーズ/
-えむさす /MSAS/
-えむさん /M3/MMM/
-えむしーえむふぉーてぃーわん /MCM-41/
-えむじゅうろくたいくうじそうほう /M16対空自走砲/
-えむてぃーてぃーしけん /MTT試験/
-えり /Eri/eri/会理/瑛凛/
-えりぎぎとぎんこ /エリギギトギン湖/
-えるえすまがじん /LS Magazine/
-えるかさん /エルカ酸/
-えるされむよ /If I Forget Thee, Jerusalem/
-えるどらど /EL. DORADO/
-えるはちまるにまるにゅうさんきん /L8020乳酸菌/
-えれくとりかるぱれーど /エレクトリカルパレード/
-えんえきはいじゅうだんせん /圓益杯十段戦/
-えんかい /縁海/袁瓌/袁隗/
-えんかいちほう /沿海地方/
-えんかかるしうむ /塩化カルシウム/
-えんき /延熙/延熹/猿鬼/袁煕/閻姫/
-えんぎょう /円行/
-えんさい /円載/奄蔡/延載/
-えんしゅう /兗州/延州/演州/燕州/袁州/
-えんしんげつ /袁心玥/
-えんせき /円石/塩せき/
-えんてべくうこうきしゅうさくせん /エンテベ空港奇襲作戦/
-えんどうひろし /遠藤宏/
-えんぶ /env/振鉾/
-えんぶご /エンブ語/
-えんぼうがたえいせいついせきかん /遠望型衛星追跡艦/
-えんわ /延和/
-えゔぁんほう /エヴァン法/
-えーえいちすたいりんぐきょうかい /AH Styling協会/
-えーおーえーあーと /AOAart/
-えーげるがわ /エーゲル川/
-えーだーがわ /エーダー川/
-おいえもと /御家本/
-おいのりめーる /お祈りメール/
-おいらせえふしー /おいらせFC/
-おうあへい /王亜平/
-おうい /汪怡/王偉/王怡/王懿/王異/王維/
-おういくき /王煜輝/
-おうき /区逵/桜姫/王喜/王圻/王基/王毅/王畿/王規/王軌/王頍/王齮/
-おうきゅうこう /王久江/
-おうぎ /王誼/黄耆/
-おうぎょう /横行/王尭/王業/
-おうけいちん /王恵珍/
-おうけん /応研/王健/王建/王憲/王謙/王騫/
-おうげき /王勮/王檄/
-おうこうし /王弘之/
-おうさん /王粲/
-おうし /王嗣/王師/王志/王氏/王禔/男牛/
-おうしゃく /王錫/
-おうしょううん /王祥雲/
-おうしょうきはいせかいぷろいごせんしゅけんせん /応昌期杯世界プロ囲碁選手権戦/
-おうせいなん /王征南/
-おうだいせん /桜大線/
-おうてい /澳底/王汀/王貞/福田鴨亭/
-おうはん /横帆/王蕃/黄飯/
-おうほう /旺報/横峰/欧鵬/汪芳/王方/王褒/王雱/王鳳/
-おうりつぐん /王立群/王立軍/
-おうりつけんきゅうしょ /王立研究所/
-おうりてん /王理瑱/
-おおあなむち /大己貴神/
-おおいけいばじょう /大井競馬場/
-おおいしまさみ /大石昌美/大石正巳/
-おおえいえん /おお永遠/
-おおえのちかひろ /大江親広/
-おおえのひろとき /大江広時/
-おおえのまさひろ /大江政広/
-おおぎまちさんじょうけ /正親町三条家/
-おおくずれやま /大崩山/
-おおくてじゅく /大湫宿/
-おおくにまさひこ /大国真彦/
-おおくわのじりはつでんしょ /大桑野尻発電所/
-おおぐれいと /大暮維人/
-おおぐろきんいち /大黒金一/
-おおさかあじがわぐちえきまえゆうびんきょく /大阪安治川口駅前郵便局/
-おおさかちょうせんがくえん /大阪朝鮮学園/
-おおさかふじもとしょうじ /大阪藤本商事/
-おおさかふりつひがしおおさかこうとうしょくぎょうぎじゅつせんもんこう /大阪府立東大阪高等職業技術専門校/
-おおさかわんさいていちょうい /大阪湾最低潮位/
-おおさきゆりな /大崎優里奈/
-おおしまかおる /大島薫/
-おおしまよしお /大島義夫/
-おおたかげすけ /太田景資/
-おおたに /小谷/
-おおたにきよこ /大谷洌子/
-おおたにくにお /大谷邦郎/
-おおたにさとこ /大谷さと子/
-おおたにちょうじゅん /大谷暢順/
-おおたにるずみ /大谷流豆美/
-おおたゆか /大田祐歌/
-おおたゆきな /太田由希奈/
-おおつるかずえまるしあ /一枝マルシア/
-おおづちょうりつしんじょうしょうがっこう /大津町立真城小学校/
-おおとにー /大トニー/
-おおともよしあき /大友義鑑/
-おおどめちょう /大留町/
-おおにししょう /大西小/
-おおにしとしお /大西敏夫/
-おおにしひろし /大西宏/大西広/大西比呂志/大西洋/大西裕/
-おおはしひろゆき /大橋裕之/
-おおはつせわかたけ /大泊瀬幼武/
-おおばまさあき /大場正昭/
-おおみやどおり /大宮通り/
-おおむらすみさき /大村純前/
-おおもくはずし /大目ハズシ/
-おおもとこふんぐん /大元古墳群/
-おおもりやくひんほんしゃ /オオモリ薬品本/
-おおゆきしわす /大雪師走/
-おおよどがわすいりょくでん /大淀川水力電気/
-おかえちぜんのかみ /岡越前守/
-おかだしゅうぞう /岡田周三/岡田周造/
-おかだまさのり /岡田正典/
-おかのひとし /岡野等/
-おかめそば /阿亀蕎麦/
-おかもとのりあき /岡本憲明/
-おかもとまさよし /岡本マサヨシ/
-おかもとゆき /岡本由季/岡素之/
-おかやまかんこうふれんず /おかやま観光フレンズ/
-おがわさとし /小川哲/小川聡志/緒川怜/
-おがわしょうがっこう /小川小学校/
-おがわただし /小川侃/小川忠/小川正/
-おがわながすけ /小川長資/
-おがわまりこ /小川摩利子/小川真理子/
-おき /OKI/ØKI/オキ/小杵/
-おきたんよう /沖探容/
-おきなかせ /沖仲仕/
-おきのしまこふんぐん /沖ノ島古墳群/
-おきもとしまい /沖本姉妹/
-おぎくぼとうえいげきじょう /荻窪東映劇場/
-おぎまちしゅうらく /荻町集落/
-おくいかおり /奥居香/
-おくだはるな /奥田華奈/
-おくぴょんえき /玉坪駅/
-おくれこめせいぎょ /遅れ込め制御/
-おぐらこうじろう /小倉幸次郎/
-おぐらまさひろ /小倉昌浩/
-おげえき /梧渓駅/
-おざわ /尾澤/
-おざわじゅんこ /小沢純子/
-おざわりょうた /小澤良太/
-おせーじご /オセージ語/
-おそれずきたれ /恐れず来たれ/
-おたびやまこふん /御旅山古墳/
-おだかみみなこ /小田上美奈子/
-おだじまてつお /小田島鐵男/
-おだたかなが /織田高長/
-おだのぶかつ /織田信勝/
-おだのぶゆき /織田信之/織田信順/
-おとうまつり /御燈祭/
-おとがいきん /オトガイ筋/
-おとぎねこむ /御伽ねこむ/
-おとこのつわり /男のつわり/
-おとひめ /乙比売/
-おどしげ /縅毛/
-おどろきさいしょうのげんそく /驚き最小の原則/
-おにゆりこうちょう /鬼ユリ校長/
-おのあやか /小野彩香/
-おのう /彦祐/
-おのはるか /小野晴香/
-おのみちかいぎがくいん /尾道海技学院/
-おはなべやま /御鼻部山/
-おはらたけんしゃくちよだけんしゃしく /小原田検車区千代田検車支区/
-おびがわ /オビ川/
-おぶじぇくとりくえすとぶろーかー /Object Request Broker/
-おぺらんとじょうけんづけ /オペラント条件づけ/
-おみべ /麻績部/
-おみぽ /呉美保/
-おもしろわらぞう /面白笑造/
-おもたにしゅんすけ /面谷俊介/
-おやなぎ /小柳卯三郎/
-おやまごぼう /尾山御坊/
-おらんだおうりつほあんたい /オランダ王立保安隊/
-おらんだひがしいんどがいしゃ /オランダ東インド会社/
-おりえんときゅうこう /オリエント急行/
-おりおんざえふゆーがたせい /オリオン座FU型星/
-おりぶ /斡離不/
-おりゃんえき /五両駅/
-おりんぽすさん /オリンポス山/
-おるだどうくつ /オルダ洞窟/
-おれんぶるくしゅう /オレンブルク州/
-おろもじんみんみんしゅきこう /オロモ人民民主機構/
-おわせでん /尾鷲電気/
-おんがくでんしじぎょうきょうかい /音楽電子事業協会/
-おんしんほう /温浸法/
-おんせんけん /温泉権/温泉県/
-おんなきし /女騎士/
-おんにゅどき /オンニュド旗/
-おんもんていじほう /諺文綴字法/
-おーえる /OL/
-おーすとらりあみどりのとう /オーストラリア緑の党/
-おーどがわ /オード川/
-かいがいうらんしげんかいはつ /海外ウラン資源開発/
-かいがいでんりょくちょうさかい /海外電力調査会/
-かいがいにっけいじんきょうかい /海外日系人協会/
-かいきご /回輝語/
-かいぐんこうくうぎじゅつしょう /海軍航空技術廠/
-かいこのやしろ /蚕の社/
-かいしゅうせい /会衆制/
-かいじゅうせき /灰重石/
-かいじょうぎじゅつあんぜんけんきゅうじょ /海上技術安全研究所/
-かいじょうばんごうしすてむ /階乗番号システム/
-かいせい /海西/
-かいち /河緯地/解池/開智/
-かいていきょうつうせいしょにっか /改訂共通聖書日課/
-かいひょうるい /開鰾類/
-かいふけおうにょらい /開敷華王如来/
-かいへんていすう /壊変定数/
-かいほしずこ /海保静子/
-かいもりしょう /甲斐守尚/
-かいゆきこ /花郁悠紀子/
-かいんろえき /科韻路駅/
-かうぃご /カウィ語/
-かうとかわ /カウト川/
-かえりづゆ /帰り梅雨/
-かおるとともき /薫と友樹/
-かおんでご /カオンデ語/
-かかるぼんさん /過カルボン酸/
-かがくてきこんせんさす /科学的コンセンサス/
-かがくてきしんりがっかい /科学的心理学会/
-かがじょふぉーえす /KAGAJO☆4S/
-かがやさなえ /加賀谷早苗/
-かきぬまこういちろう /柿沼幸一郎/
-かきやま /柿山/舁き山/
-かぎっこ /カギっ子/
-かぎばりあみ /かぎ針編み/
-かくがんかんか /隔岸観火/
-かくげんりょうぶっしつ /核燃料物質/
